Position,FullName,FirstName,LastName,RawTime,RoundedTime,Year,School,Date,Meet,
2358,Jacob Zimmerman,Jacob,Zimmerman,3:59.81,4:00,So,Sam Houston State,"March 29, 2024",Bobcat Invitational,
2359,Owen DeMatt,Owen,DeMatt,3:59.81,4:00,Fr,Colgate,"March 30, 2024",Hamilton College Continental Invitational,
2360,Michael Burns,Michael,Burns,3:59.81,4:00,Jr,SUNY Oneonta,"March 30, 2024",Hamilton College Continental Invitational,
2361,Owen Ahten,Owen,Ahten,3:59.81,4:00,Fr,Navy,"April 20, 2024",Navy Spring Invitational,
2362,Matthew Thomas,Matthew,Thomas,3:59.82,4:00,Fr,Miami (Fla.),"March 23, 2024",Hurricane Collegiate Invitational,
2363,Alex Canales,Alex,Canales,3:59.82,4:00,Jr,UTRGV,"March 23, 2024",Texas A&M Invitational,
2364,Titus Kiprotich,Titus,Kiprotich,3:59.82,4:00,Fr,Hutchinson (Kan.) CC,"April 19, 2024",KWU Distance Carnival,
2365,Matt Stilling,Matt,Stilling,3:59.82,4:00,Sr,University of Wisconsin Club,"April 25, 2024",UW-W Drake Alternative,
2366,Ryan Rasco,Ryan,Rasco,3:59.83,4:00,Jr,Davis and Elkins,"March 23, 2024",Dr. Jack M Toms Invitational ,
2367,Colby Erdkamp,Colby,Erdkamp,3:59.83,4:00,Fr,Nebraska,"April 13, 2024",2024 Bryan Clay Invitational,
2368,Gabe Henneberger,Gabe,Henneberger,3:59.84,4:00,Sr,Alabama-Huntsville,"March 16, 2024",Montevallo Falcon Classic,
2369,Titus Bretzke,Titus,Bretzke,3:59.84,4:00,Jr,Penn,"March 23, 2024",Penn Challenge,
2370,Reece Slater,Reece,Slater,3:59.84,4:00,Fr,Palm Beach Atlantic,"April 26, 2024",East Coast Relays,
2371,Dylan Myers,Dylan,Myers,3:59.85,4:00,Fr,Illinois State,"April 20, 2024",Gibson Invitational,
2372,Jacob Polivka,Jacob,Polivka,3:59.87,4:00,Sr,Sacramento State,"March 16, 2024",2024 Hornet Invite,
2373,Nick Loffredo,Nick,Loffredo,3:59.87,4:00,Fr,Boston College,"April 27, 2024",Jay Carisella Coaches Invitational,
2374,Will Locke,Will,Locke,3:59.89,4:00,Fr,Vermont,"April 26, 2024",America East Pre-Conference,
2375,Austin Rueff,Austin,Rueff,3:59.90,4:00,Fr,Mesa (Ariz.) CC,"March 16, 2024",Arizona Spring Break Fiesta,
2376,Firaol Ahmed,Firaol,Ahmed,3:59.91,4:00,Jr,Saint Louis,"March 22, 2024",Margaret Simmons Invitational,
2377,Scott Nutter,Scott,Nutter,3:59.91,4:00,Jr,Wingate,"March 30, 2024",Raleigh Relays,
2378,Walker Miller,Walker,Miller,3:59.91,4:00,Sr,UW-Parkside,"April 5, 2024",Rex Foster Twilight,
2379,Jonathan Rivera,Jonathan,Rivera,3:59.92,4:00,So,Lamar,"April 11, 2024",Carl Kight Invitational,
2380,Alex Craig,Alex,Craig,3:59.92,4:00,Jr,Dartmouth,"April 19, 2024",George Davis Invitational,
2381,Michael Alleva,Michael,Alleva,3:59.92,4:00,So,Merrimack,"April 19, 2024",George Davis Invitational,
2382,Camden Cox,Camden,Cox,3:59.93,4:00,Sr,Southern Utah,"March 22, 2024",Utah Tech Invitational,
2383,Gabe Goosen,Gabe,Goosen,3:59.93,4:00,Sr,Central Michigan,"April 6, 2024",Golden Grizzlies,
2384,Jayson Chichelli,Jayson,Chichelli,3:59.93,4:00,So,Siena,"April 20, 2024",Rider Invite,
2385,Anthony Stone,Anthony,Stone,3:59.93,4:00,Sr,UCLA,"April 28, 2024",USC v UCLA Annual Dual,
2386,Jordan Kilonzo,Jordan,Kilonzo,3:59.94,4:00,Fr,Pittsburg State,"April 13, 2024",2024 Bryan Clay Invitational,
2387,Nathan Paolangeli,Nathan,Paolangeli,3:59.94,4:00,Sr,La Salle,"April 20, 2024",Paul Donahue Invite,
2388,Oliver Kiptoo,Oliver,Kiptoo,3:59.95,4:00,Jr,East Central (Okla.),"March 30, 2024",OBU Invite,
2389,Xavier Metivier,Xavier,Metivier,3:59.95,4:00,Sr,UMass,"April 20, 2024",Holy Cross Invitational,
2390,Tyler Polak,Tyler,Polak,3:59.96,4:00,Sr,Illinois State,"March 30, 2024",Redbird Challenge,
2391,Gavin Furey,Gavin,Furey,3:59.96,4:00,So,Lock Haven,"April 4, 2024",Colonial Relays,
2392,Hunter Longo,Hunter,Longo,3:59.97,4:00,So,Wagner,"April 4, 2024",Colonial Relays,
2393,Parker Fitzgerald,Parker,Fitzgerald,3:59.97,4:00,So,Augustana (S.D.),"May 1, 2024",Maverick Open #1,
2394,Tyler Jenkins,Tyler,Jenkins,3:59.98,4:00,So,Rio Grande (Ohio),"March 24, 2024",Montreat Open,
2395,James Knockton,James,Knockton,3:59.98,4:00,Fr,Tulsa,"March 9, 2024",UTA Invitational,
2396,Brannon Burns,Brannon,Burns,3:59.98,4:00,Sr,Catawba,"May 1, 2024",South Atlantic Outdoor Championship,
2397,Kyle Berg,Kyle,Berg,3:59.98,4:00,So,Santa Clara,"May 10, 2024",West Coast Last Chance,
2398,Cameron Smith,Cameron,Smith,3:59.99,4:00,Sr,UC Irvine,"March 2, 2024",2024 Beach Opener,
2399,Marcos Gonzalez,Marcos,Gonzalez,3:59.99,4:00,Sr,Creighton,"April 13, 2024",2024 Bryan Clay Invitational,
2400,Leif Larsen,Leif,Larsen,3:59.99,4:00,Jr,Minnesota State,"May 4, 2024",Maverick Open #2,
2401,Chris Coles,Chris,Coles,4:00.00,4:00,So,UC Davis,"March 16, 2024",2024 Hornet Invite,
2402,Jesse Peterson,Jesse,Peterson,4:00.00,4:00,Jr,UW-Eau Claire,"April 6, 2024",Ashton May Invitational,
2403,Jorge Rocha,Jorge,Rocha,4:00.00,4:00,Jr,NYU,"April 20, 2024",Paul Donahue Invite,
2404,Reed Solomon,Reed,Solomon,4:00.00,4:00,Jr,Haverford,"May 13, 2024",2024 Widener FQ Meet,
2405,Myles Liss-Riordan,Myles,Liss-Riordan,4:00.01,4:00,So,Michigan,"April 20, 2024",Jim Green Track & Field Invitational,
2406,Kamren Kennedy,Kamren,Kennedy,4:00.01,4:00,Fr,North Carolina A&T,"May 3, 2024",Aggie Invite,
2407,Brycen Gardner,Brycen,Gardner,4:00.01,4:00,So,Carroll (Mont.),"May 5, 2024",Frontier Conference T&F Championships,
2408,Nicholas Goldstein,Nicholas,Goldstein,4:00.02,4:00,Jr,Furman,"March 23, 2024",Bob Davidson Team Challenge presented by Norris Woody,
2409,Kyle Spector,Kyle,Spector,4:00.02,4:00,Sr,Georgian Court,"April 26, 2024",TCNJ Lions Invite,
2410,Lewis Budgen,Lewis,Budgen,4:00.03,4:00,Jr,Lenoir-Rhyne,"April 19, 2024",Aggie Invite,
2411,Owen Bluman,Owen,Bluman,4:00.03,4:00,Fr,Haverford,"April 20, 2024",Paul Donahue Invite,
2412,Aiden Maddison,Aiden,Maddison,4:00.03,4:00,Jr,Sacramento State,"April 26, 2024",Sacramento State-UC Davis (Causeway Classic Dual),
2413,Nicholas Calitri,Nicholas,Calitri,4:00.04,4:00,Jr,UMass,"March 29, 2024",Bryant Black and Gold Invitational,
2414,Josh Tibbs,Josh,Tibbs,4:00.04,4:00,Jr,Ouachita Baptist,"April 19, 2024",Arkansas State Alumni Classic,
2415,William Hanchosky,William,Hanchosky,4:00.04,4:00,So,Youngstown State,"May 9, 2024",Harrison Dillard Twilight,
2416,Cole Miller,Cole,Miller,4:00.05,4:00,Sr,Georgia Tech,"March 15, 2024",Yellow Jacket Invitational,
2417,Nik Shilling,Nik,Shilling,4:00.06,4:00,Fr,Davenport (Mich.),"April 5, 2024",GVSU Early Meet,
2418,Gabe VanHezewijk,Gabe,VanHezewijk,4:00.06,4:00,Sr,Victoria (B.C.),"May 3, 2024",Oregon Twilight,
2419,Ethan Parker,Ethan,Parker,4:00.07,4:00,Fr,Grand Valley State,"April 25, 2024",GVSU Extra Weekend Meet,
2420,Casey Deboth,Casey,Deboth,4:00.07,4:00,Jr,UW-Stout,"May 3, 2024",WIAC Outdoor Championships,
2421,Eli Newton,Eli,Newton,4:00.07,4:00,Jr,Monmouth (Ill.),"May 10, 2024",MWC Outdoor Championship,
2422,kaelan House,kaelan,House,4:00.08,4:00,Jr,Simon Fraser,"March 29, 2024",Mike Fanelli Track Classic,
2423,Max Svienty,Max,Svienty,4:00.08,4:00,Sr,North Central (Ill.),"April 5, 2024",Chicagoland Championships,
2424,Zach McPhee,Zach,McPhee,4:00.08,4:00,Jr,Little Rock,"April 12, 2024",Little Rock Invite,
2425,Mohammed Baghati,Mohammed,Baghati,4:00.09,4:00,Jr,Western Illinois,"March 28, 2024",Wash U Distance Carnival,
2426,Drew Getty,Drew,Getty,4:00.09,4:00,Sr,Macalester,"April 27, 2024",Janis Rider / Doug Bolstorff Invitational,
2427,Erik Unger,Erik,Unger,4:00.09,4:00,Fr,UMass,"May 5, 2024",Atlantic 10 Outdoor Championships,
2428,Graham Phillips,Graham,Phillips,4:00.11,4:00,Jr,"Saint Joseph""s","March 30, 2024",Danny Curran Invite,
2429,Beckam Hartis,Beckam,Hartis,4:00.11,4:00,Jr,Oklahoma City,"May 9, 2024",TexWes High Performance Meet,
2430,Maxwell Murphy,Maxwell,Murphy,4:00.12,4:00,Sr,Stephen F. Austin,"April 11, 2024",Carl Kight Invitational,
2431,Jake Beckwith,Jake,Beckwith,4:00.12,4:00,Jr,Adams State,"April 13, 2024",2024 Bryan Clay Invitational,
2432,Ian Ackenhausen,Ian,Ackenhausen,4:00.12,4:00,Sr,Ohio Northern,"May 2, 2024",OAC Outdoor Championships,
2433,Adam Eiden,Adam,Eiden,4:00.12,4:00,Fr,UW-Stevens Point,"May 3, 2024",WIAC Outdoor Championships,
2434,Alex Oathout,Alex,Oathout,4:00.12,4:00,Jr,Linfield,"May 4, 2024",Linfield Open,
2435,Jacob Jumbeck,Jacob,Jumbeck,4:00.12,4:00,Jr,Ripon,"May 10, 2024",MWC Outdoor Championship,
2436,Josh Stone,Josh,Stone,4:00.13,4:00,Sr,Binghamton,"April 13, 2024",Bison Outdoor Classic,
2437,Jelte van Atten,Jelte,van Atten,4:00.14,4:00,Sr,Oklahoma Christian,"April 19, 2024",John McDonnell Invitational,
2438,Carter Smith,Carter,Smith,4:00.15,4:00,Fr,VCU,"March 16, 2024",Dan Stimson Memorial Invitational,
2439,Wyatt Thomas,Wyatt,Thomas,4:00.15,4:00,-,Virginia Tech Club,"March 23, 2024",Dr. Jack M Toms Invitational ,
2440,William Harrell III,William,Harrell III,4:00.15,4:00,Sr,Oakland,"April 6, 2024",Golden Grizzlies,
2441,Ben Santos,Ben,Santos,4:00.15,4:00,Jr,Bucknell,"April 27, 2024",Bloomsburg,
2442,Daniel Rush,Daniel,Rush,4:00.15,4:00,Sr,"The Master""s (Calif.)","May 11, 2024",APU Franson Last Chance,
2443,Seth Macura,Seth,Macura,4:00.16,4:00,Jr,Walsh,"April 6, 2024",VertKlasse Meeting,
2444,Eric Kordus,Eric,Kordus,4:00.16,4:00,Jr,UW-Eau Claire,"April 6, 2024",Ashton May Invitational,
2445,Jake Westing,Jake,Westing,4:00.16,4:00,Fr,Georgia,"April 19, 2024",Georgia Tech Invitational,
2446,Gavin Frick,Gavin,Frick,4:00.17,4:00,Jr,Central Arkansas,"April 6, 2024",Harding Bison Open,
2447,Dominykas Remeikis,Dominykas,Remeikis,4:00.17,4:00,Fr,Air Force,"May 3, 2024",AF Twilight 2024,
2448,Blake Kasper,Blake,Kasper,4:00.18,4:00,Sr,Roberts Wesleyan,"March 14, 2024",Redhawk Invitational,
2449,Amos Bixler,Amos,Bixler,4:00.18,4:00,So,Houghton,"May 13, 2024",2024 Widener FQ Meet,
2450,Mason Weisgerber,Mason,Weisgerber,4:00.19,4:00,Fr,Southern Oregon,"March 9, 2024",LCC Open 2024,
2451,Andrew Ross,Andrew,Ross,4:00.19,4:00,Jr,George Fox,"March 23, 2024",Westmont Classic,
2452,Charlie Kistner,Charlie,Kistner,4:00.19,4:00,Jr,Illinois State,"April 13, 2024",Gary Wieneke Memorial,
2453,Aiden Gonder,Aiden,Gonder,4:00.21,4:00,Sr,Shippensburg,"April 4, 2024",Colonial Relays,
2454,Tor Olsson,Tor,Olsson,4:00.21,4:00,Jr,Macalester,"April 27, 2024",Janis Rider / Doug Bolstorff Invitational,
2455,Brady Stegman,Brady,Stegman,4:00.22,4:00,Fr,Fort Hays State,"April 19, 2024",UNK Loper Invitational,
2456,Ronan ONeill,Ronan,ONeill,4:00.23,4:00,So,Southern Wesleyan (S.C.),"March 24, 2024",Montreat Open,
2457,Gavin Vansolkema,Gavin,Vansolkema,4:00.23,4:00,So,Ferris State,"May 2, 2024",2024 GLIAC Championships,
2458,Stephen Ulrich,Stephen,Ulrich,4:00.23,4:00,So,Mount Union,"May 9, 2024",Harrison Dillard Twilight,
2459,Logan Singer,Logan,Singer,4:00.24,4:00,-,Club Northwest,"March 2, 2024",Ed Boitano Invitational,
2460,Emmet Anderson,Emmet,Anderson,4:00.25,4:00,So,Minnesota,"March 16, 2024",Hurricane Invitational,
2461,Morgon Brindley,Morgon,Brindley,4:00.25,4:00,Fr,Bismarck State (N.D.),"April 20, 2024",Dewey Donat Classic ,
2462,Uriah Guthrie,Uriah,Guthrie,4:00.26,4:00,Sr,Southern Illinois,"April 26, 2024",Music City Outdoor Challenge,
2463,Trent Anderson,Trent,Anderson,4:00.26,4:00,Fr,Loyola-Chicago,"May 5, 2024",Atlantic 10 Outdoor Championships,
2464,Kyle Reden,Kyle,Reden,4:00.27,4:00,Jr,Long Beach State,"March 29, 2024",Mike Fanelli Track Classic,
2465,Jesse Campoverde,Jesse,Campoverde,4:00.27,4:00,Sr,Rider,"April 20, 2024",Rider Invite,
2466,Ludovico Vaccari,Ludovico,Vaccari,4:00.28,4:00,So,Cumberlands (Ky.),"March 24, 2024",Montreat Open,
2467,Tyler Greene,Tyler,Greene,4:00.28,4:00,Jr,Rowan,"March 30, 2024",Danny Curran Invite,
2468,Clay Pehl,Clay,Pehl,4:00.28,4:00,Jr,Wartburg,"April 25, 2024",Kip Janvrin Open,
2469,Sean Byrnes,Sean,Byrnes,4:00.28,4:00,Fr,Butler,"April 27, 2024",UL Clark Wood Inv TF 2024,
2470,Jake Chang,Jake,Chang,4:00.28,4:00,So,NYU,"May 9, 2024",West Point Twilight,
2471,Remi Oms,Remi,Oms,4:00.29,4:00,Fr,SF State,"March 9, 2024",Occidental Distance Carnival & Spring Break Classic,
2472,Jacob Warner,Jacob,Warner,4:00.29,4:00,Sr,UMSL,"March 22, 2024",Missouri S&T Miner Invitational,
2473,Tristan Autry,Tristan,Autry,4:00.29,4:00,Jr,Georgia Tech,"April 12, 2024",Berry Field Day Invitatinal,
2474,Alex Bjork,Alex,Bjork,4:00.29,4:00,Fr,St. Olaf,"May 1, 2024",St. Thomas Joe Sweeney Invitational,
2475,Will Anglea,Will,Anglea,4:00.30,4:00,Jr,Alabama-Huntsville,"March 16, 2024",Montevallo Falcon Classic,
2476,Daniel Cortese,Daniel,Cortese,4:00.30,4:00,Fr,Davidson,"April 27, 2024",2024 Charlotte Invite,
2477,Alex Harbertson,Alex,Harbertson,4:00.31,4:00,So,Weber State,"March 22, 2024",Utah Tech Invitational,
2478,Jacob Singleton,Jacob,Singleton,4:00.31,4:00,So,Spring Arbor (Mich.),"May 2, 2024",Crossroads League Outdoor Championships,
2479,Ben Conlin,Ben,Conlin,4:00.31,4:00,So,Michigan Tech,"May 3, 2024",2024 GLIAC Championships,
2480,Matthew Ferreri,Matthew,Ferreri,4:00.31,4:00,Fr,Marist,"May 9, 2024",West Point Twilight,
2481,Aaron Mangan,Aaron,Mangan,4:00.32,4:00,Sr,Fort Hays State,"April 13, 2024",2024 Bryan Clay Invitational,
2482,Daniel Abramowicz,Daniel,Abramowicz,4:00.32,4:00,So,San Francisco,"April 26, 2024",Payton Jordan Cardinal Invitational,
2483,Joshua Cason,Joshua,Cason,4:00.32,4:00,Fr,Rowan,"April 26, 2024",TCNJ Lions Invite,
2484,Hayden Owen,Hayden,Owen,4:00.33,4:00,Fr,UC Santa Barbara,"April 26, 2024",Fresno State Invitational,
2485,Donagh Palmer,Donagh,Palmer,4:00.33,4:00,Fr,Western Washington,"April 27, 2024",Ralph Vernacchia Invitational,
2486,Ryan Pereira,Ryan,Pereira,4:00.34,4:00,Fr,Stonehill,"April 27, 2024",Skyhawk Invitational (outdoor),
2487,Inbaa Chennai,Inbaa,Chennai,4:00.34,4:00,Fr,Santa Clara,"May 10, 2024",West Coast Last Chance,
2488,Adam Pralat,Adam,Pralat,4:00.34,4:00,Jr,Victoria (B.C.),"June 9, 2024",2024 Portland Track Festival High Performance,
2489,Gavin Ehlers,Gavin,Ehlers,4:00.35,4:00,So,Wake Forest,"March 16, 2024",49er Classic,
2490,Peyton Tipton,Peyton,Tipton,4:00.36,4:00,Jr,Cornerstone (Mich.),"April 5, 2024",Spartan Invitational 2024,
2491,Abderahman Benfodda,Abderahman,Benfodda,4:00.36,4:00,Fr,Houston Christian,"April 20, 2024",J Fred Duckett/Rice Twilight,
2492,Tristan McWilliam,Tristan,McWilliam,4:00.36,4:00,So,Embry-Riddle (Fla.),"April 29, 2024",2024 PBC Outdoor TF,
2493,Teddy Jencson,Teddy,Jencson,4:00.38,4:00,Fr,Rio Grande (Ohio),"April 13, 2024",Ohio Cherry Blossom Invitational,
2494,Christian Montover,Christian,Montover,4:00.38,4:00,So,Luther,"May 15, 2024",Augustana Midwest Twilight Qualifier,
2495,Reuben MacDonald,Reuben,MacDonald,4:00.39,4:00,Fr,Belmont,"April 19, 2024",Georgia Tech Invitational,
2496,Albert Tawil-Brown,Albert,Tawil-Brown,4:00.40,4:00,Fr,Tulane,"March 16, 2024",Louisiana Classic,
2497,Michael Rebello,Michael,Rebello,4:00.40,4:00,Jr,Bradley,"April 13, 2024",2024 Bryan Clay Invitational,
2498,Vince Ferrizzi,Vince,Ferrizzi,4:00.40,4:00,Sr,Lebanon Valley,"May 2, 2024",Middle Atlantic (MAC) Outdoor Championships,
2499,Jack Moran,Jack,Moran,4:00.41,4:00,So,Rutgers,"April 1, 2024",Penn Invitational,
2500,Kendall Phillips,Kendall,Phillips,4:00.42,4:00,Jr,VCU,"March 22, 2024",Fred Hardy Invitational,
2501,Christopher Colavita,Christopher,Colavita,4:00.43,4:00,So,Florida Southern,"April 26, 2024",East Coast Relays,
2502,Berket Mesele,Berket,Mesele,4:00.44,4:00,Sr,Christian Brothers,"March 1, 2024",Hendrix Alumni Open,
2503,Kirk Dawkins,Kirk,Dawkins,4:00.44,4:00,So,Florida A&M,"May 4, 2024",2024 SWAC OTF Championship,
2504,Michael Hawkes,Michael,Hawkes,4:00.45,4:00,So,Stony Brook,"March 30, 2024",Monmouth University Season Opener,
2505,Logan Schaefer,Logan,Schaefer,4:00.45,4:00,Sr,North Central (Ill.),"May 15, 2024",Augustana Midwest Twilight Qualifier,
2506,Jaden Wimbush,Jaden,Wimbush,4:00.46,4:00,Sr,Tiffin,"March 30, 2024",Tiffelberg Open,
2507,Tucker Johnson,Tucker,Johnson,4:00.46,4:00,So,UW-Whitewater,"April 5, 2024",Rex Foster Twilight,
2508,Ayenew Devany,Ayenew,Devany,4:00.46,4:00,Jr,Oklahoma City,"April 26, 2024",Sooner Athletic Outdoor Championships,
2509,Owen Johnson,Owen,Johnson,4:00.47,4:00,So,Middlebury,"March 16, 2024",Ross & Sharon Irwin Invite,
2510,Caleb Correia,Caleb,Correia,4:00.47,4:00,Jr,John Carroll,"March 29, 2024",Carnegie Mellon Invitational,
2511,Anthony Ruiz,Anthony,Ruiz,4:00.47,4:00,-,Riverside City,"April 13, 2024",2024 Mt. Sac Relays (Community College),
2512,Joey Smith,Joey,Smith,4:00.47,4:00,So,RPI,"May 13, 2024",2024 Widener FQ Meet,
2513,Luis Borkey,Luis,Borkey,4:00.48,4:00,Fr,Lincoln Memorial,"March 30, 2024",56th Annual Centre College Track & Field Invitational,
2514,Julian Watson,Julian,Watson,4:00.48,4:00,Jr,Loras,"April 12, 2024",UW-Platteville Invitational,
2515,Joey Hamilton,Joey,Hamilton,4:00.48,4:00,Jr,UC-Colorado Springs,"April 13, 2024",2024 Bryan Clay Invitational,
2516,Quentin Dreyer,Quentin,Dreyer,4:00.48,4:00,So,Wayne State (Neb.),"April 13, 2024",South Dakota Challenge,
2517,Peter Rehberger,Peter,Rehberger,4:00.48,4:00,So,Carroll (Mont.),"May 5, 2024",Frontier Conference T&F Championships,
2518,Jackson Stinnett,Jackson,Stinnett,4:00.48,4:00,Sr,Rogers State,"May 5, 2024",MIAA Championships,
2519,Charlie Werth,Charlie,Werth,4:00.49,4:00,Jr,Columbia (Mo.),"March 22, 2024",Missouri S&T Miner Invitational,
2520,Franco Melhado,Franco,Melhado,4:00.50,4:00,So,Texas State,"March 29, 2024",Bobcat Invitational,
2521,Conner Inman,Conner,Inman,4:00.50,4:00,Fr,Georgia,"April 26, 2024",Music City Outdoor Challenge,
2522,Ryan Scholtes,Ryan,Scholtes,4:00.50,4:00,Jr,George Fox,"May 11, 2024",L&C Portland Distance Carnival,
2523,Noah Boeck,Noah,Boeck,4:00.51,4:01,So,Queens (N.C.),"March 16, 2024",49er Classic,
2524,Paul Sherrill,Paul,Sherrill,4:00.51,4:01,Sr,Texas Tech,"March 22, 2024",Masked Rider Outdoor Open,
2525,Peter Weiss,Peter,Weiss,4:00.51,4:01,Sr,George Fox,"March 23, 2024",Westmont Classic,
2526,Nichalas Power,Nichalas,Power,4:00.52,4:01,Fr,Cloud County (Kan.) CC,"March 28, 2024",ESU Relays,
2527,Eli Marszalek,Eli,Marszalek,4:00.52,4:01,So,UW-Stout,"April 6, 2024",Ashton May Invitational,
2528,Thomas Arnold,Thomas,Arnold,4:00.52,4:01,So,Lehigh,"April 19, 2024",The Coach Pollard Invitational,
2529,Christopher Meyer,Christopher,Meyer,4:00.53,4:01,Fr,TCU,"March 23, 2024",Texas A&M Invitational,
2530,Josue Granados,Josue,Granados,4:00.53,4:01,So,UT Arlington,"April 5, 2024",44 Farms Team Invitational,
2531,Ishmael Acheampong,Ishmael,Acheampong,4:00.53,4:01,Fr,Cloud County (Kan.) CC,"April 12, 2024",Wichita State KT Woodman Invitational,
2532,Brian Veit,Brian,Veit,4:00.54,4:01,Jr,Tampa,"March 16, 2024",USF Alumni Invitational,
2533,Liam Dwyer,Liam,Dwyer,4:00.54,4:01,Jr,British Columbia,"April 27, 2024",Ralph Vernacchia Invitational,
2534,Nick Potter,Nick,Potter,4:00.54,4:01,Jr,Queens (N.C.),"April 27, 2024",2024 Charlotte Invite,
2535,Zane Chalker,Zane,Chalker,4:00.55,4:01,Jr,Charleston (W.Va.),"March 15, 2024",Cumberland Early Spring Meet,
2536,Emmanuel Chirchir,Emmanuel,Chirchir,4:00.55,4:01,Fr,Garden City (Kan.) CC,"April 6, 2024",Mean Green Invitational,
2537,Griffin McNeish,Griffin,McNeish,4:00.55,4:01,So,Winthrop,"April 20, 2024",USC Outdoor Open,
2538,Colin Keane,Colin,Keane,4:00.55,4:01,Fr,Stonehill,"May 4, 2024",Northeast Outdoor Championships,
2539,Brian Gent,Brian,Gent,4:00.56,4:01,Fr,Penn,"April 20, 2024",Paul Donahue Invite,
2540,Christian Franklin,Christian,Franklin,4:00.56,4:01,Jr,Northwestern Oklahoma State,"May 1, 2024",Great American (GAC) Outdoor Championships,
2541,Aidan Higley,Aidan,Higley,4:00.57,4:01,Jr,Providence,"March 15, 2024",UCF Black and Gold Invite,
2542,Corentin Labrousse,Corentin,Labrousse,4:00.57,4:01,Fr,Limestone,"March 29, 2024",SWU GottaRun Invite,
2543,Emmett Klus,Emmett,Klus,4:00.57,4:01,Sr,Washington State,"April 13, 2024",2024 Bryan Clay Invitational,
2544,Harry Marson,Harry,Marson,4:00.57,4:01,Jr,Bucknell,"April 27, 2024",Bloomsburg,
2545,Aidan Baughan,Aidan,Baughan,4:00.57,4:01,Jr,Gonzaga,"June 9, 2024",2024 Portland Track Festival High Performance,
2546,Liam Garrett,Liam,Garrett,4:00.58,4:01,Sr,Yale,"March 30, 2024",Raleigh Relays,
2547,Matt Speight,Matt,Speight,4:00.58,4:01,Jr,Southern Connecticut,"May 3, 2024",NE10 Championships,
2548,Joshua Byun,Joshua,Byun,4:00.59,4:01,Fr,Navy,"April 20, 2024",Navy Spring Invitational,
2549,Charles Driscoll,Charles,Driscoll,4:00.59,4:01,Jr,Assumption,"April 27, 2024",Skyhawk Invitational (outdoor),
2550,Mitch Green,Mitch,Green,4:00.59,4:01,Fr,Otterbein,"May 2, 2024",OAC Outdoor Championships,
2551,Mason Jekogian,Mason,Jekogian,4:00.60,4:01,Fr,Ventura (Calif.),"March 9, 2024",Occidental Distance Carnival & Spring Break Classic,
2552,Peter Bernhardt,Peter,Bernhardt,4:00.60,4:01,Jr,Kenyon,"April 26, 2024",Big Red Invitational,
2553,Cole Summers,Cole,Summers,4:00.61,4:01,Fr,Florida Southern,"March 15, 2024",Bob Hayes Collegiate Invitational,
2554,Samuel Rothstein,Samuel,Rothstein,4:00.61,4:01,So,Lebanon Valley,"May 2, 2024",Middle Atlantic (MAC) Outdoor Championships,
2555,Talman Young,Talman,Young,4:00.62,4:01,Jr,Cal State Fullerton,"March 1, 2024",RCC Invitational,
2556,Jesus Herrejon,Jesus,Herrejon,4:00.62,4:01,Jr,Eastern Washington,"April 5, 2024",2024 Whitworth Peace Meet,
2557,Connor Birdsong,Connor,Birdsong,4:00.62,4:01,Sr,Viterbo (Wis.),"May 15, 2024",Augustana Midwest Twilight Qualifier,
2558,Shea Johnson,Shea,Johnson,4:00.63,4:01,So,Texas A&M-Texarkana,"March 9, 2024",UTA Invitational,
2559,Ricardo Garcia,Ricardo,Garcia,4:00.63,4:01,Sr,UTRGV,"March 23, 2024",Texas A&M Invitational,
2560,Douglash Kiprotich,Douglash,Kiprotich,4:00.64,4:01,Jr,Texas Wesleyan,"March 22, 2024",Clyde Hart Classic,
2561,Aidan Singh,Aidan,Singh,4:00.65,4:01,Jr,Cal State East Bay,"March 16, 2024",2024 Hornet Invite,
2562,Jack Elliott,Jack,Elliott,4:00.65,4:01,Sr,Alabama-Huntsville,"April 5, 2024",Lee Fast Break Athletics Invitational,
2563,Maxwell Kipkosgei,Maxwell,Kipkosgei,4:00.65,4:01,Sr,UTEP,"April 13, 2024",2024 Bryan Clay Invitational,
2564,Austin Bourne,Austin,Bourne,4:00.65,4:01,Sr,Southern Miss,"April 20, 2024",2024 LSU Alumni Gold,
2565,Kenneth Relovsky,Kenneth,Relovsky,4:00.65,4:01,Fr,Swarthmore,"April 20, 2024",Paul Donahue Invite,
2566,Ryan Wolfe,Ryan,Wolfe,4:00.66,4:01,So,Shippensburg,"March 27, 2024",York College Twilight Meet,
2567,Sam Cohen,Sam,Cohen,4:00.67,4:01,Fr,Tulane,"March 16, 2024",Louisiana Classic,
2568,Jack Deelman,Jack,Deelman,4:00.67,4:01,Fr,Texas State,"March 22, 2024",Charles Austin Classic,
2569,Spencer VanderZwaag,Spencer,VanderZwaag,4:00.67,4:01,Jr,Cornerstone (Mich.),"April 5, 2024",GVSU Early Meet,
